Year,Period,State,Data Item,Value
2018,YEAR - JUN ACREAGE,Illinois,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",23038000
2018,YEAR - JUN ACREAGE,Indiana,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",12240000
2018,YEAR - JUN ACREAGE,Iowa,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",24550000
2018,YEAR - JUN ACREAGE,Kansas,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",23758000
2018,YEAR - JUN ACREAGE,Kentucky,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",6182000
2018,YEAR - JUN ACREAGE,Louisiana,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",3255000
2018,YEAR - JUN ACREAGE,Maine,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",234000
2018,YEAR - JUN ACREAGE,Maryland,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",1582000
2018,YEAR - JUN ACREAGE,Massachusetts,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",104000
2018,YEAR - JUN ACREAGE,Michigan,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",6549000
2018,YEAR - JUN ACREAGE,Minnesota,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",19629000
2018,YEAR - JUN ACREAGE,Mississippi,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",4075000
2018,YEAR - JUN ACREAGE,Missouri,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",14048000
2018,YEAR - JUN ACREAGE,Montana,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",9414000
2018,YEAR - JUN ACREAGE,Nebraska,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",19718000
2018,YEAR - JUN ACREAGE,Nevada,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",379000
2018,YEAR - JUN ACREAGE,New Hampshire,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",58000
2018,YEAR - JUN ACREAGE,New Jersey,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",357000
2018,YEAR - JUN ACREAGE,New Mexico,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",935000
2018,YEAR - JUN ACREAGE,New York,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",3026000
2018,YEAR - JUN ACREAGE,North Carolina,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",4511000
2018,YEAR - JUN ACREAGE,North Dakota,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",24269000
2018,YEAR - JUN ACREAGE,Ohio,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",10150000
2018,YEAR - JUN ACREAGE,Oklahoma,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",9876000
2018,YEAR - JUN ACREAGE,Oregon,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",2032000
2018,YEAR - JUN ACREAGE,Other States,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",1532000
2018,YEAR - JUN ACREAGE,Pennsylvania,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",3668000
2018,YEAR - JUN ACREAGE,Rhode Island,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",8000
2018,YEAR - JUN ACREAGE,South Carolina,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",1484000
2018,YEAR - JUN ACREAGE,South Dakota,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",17229000
2018,YEAR - JUN ACREAGE,Tennessee,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",5105000
2018,YEAR - JUN ACREAGE,Texas,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",21998000
2018,YEAR - JUN ACREAGE,Utah,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",933000
2018,YEAR - JUN ACREAGE,Vermont,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",249000
2018,YEAR - JUN ACREAGE,Virginia,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",2602000
2018,YEAR - JUN ACREAGE,Washington,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",3645000
2018,YEAR - JUN ACREAGE,West Virginia,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",667000
2018,YEAR - JUN ACREAGE,Wisconsin,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",8075000
2018,YEAR - JUN ACREAGE,Wyoming,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",1452000
2018,YEAR - MAR ACREAGE,Alabama,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",2325000
2018,YEAR - MAR ACREAGE,Arizona,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",657000
2018,YEAR - MAR ACREAGE,Arkansas,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",7478000
2018,YEAR - MAR ACREAGE,California,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",2985000
2018,YEAR - MAR ACREAGE,Colorado,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",6409000
2018,YEAR - MAR ACREAGE,Connecticut,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",69000
2018,YEAR - MAR ACREAGE,Delaware,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",432000
2018,YEAR - MAR ACREAGE,Florida,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",1099000
2018,YEAR - MAR ACREAGE,Georgia,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",3773000
2018,YEAR - MAR ACREAGE,Idaho,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",4283000
2018,YEAR - MAR ACREAGE,Illinois,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",22705000
2018,YEAR - MAR ACREAGE,Indiana,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",12030000
2018,YEAR - MAR ACREAGE,Iowa,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",24360000
2018,YEAR - MAR ACREAGE,Kansas,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",23514000
2018,YEAR - MAR ACREAGE,Kentucky,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",5864000
2018,YEAR - MAR ACREAGE,Louisiana,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",3225000
2018,YEAR - MAR ACREAGE,Maine,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",244000
2018,YEAR - MAR ACREAGE,Maryland,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",1528000
2018,YEAR - MAR ACREAGE,Massachusetts,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",109000
2018,YEAR - MAR ACREAGE,Michigan,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",6333000
2018,YEAR - MAR ACREAGE,Minnesota,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",19549000
2018,YEAR - MAR ACREAGE,Mississippi,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",4065000
2018,YEAR - MAR ACREAGE,Missouri,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",13553000
2018,YEAR - MAR ACREAGE,Montana,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",9069000
2018,YEAR - MAR ACREAGE,Nebraska,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",19363000
2018,YEAR - MAR ACREAGE,Nevada,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",431000
2018,YEAR - MAR ACREAGE,New Hampshire,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",70000
2018,YEAR - MAR ACREAGE,New Jersey,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",326000
2018,YEAR - MAR ACREAGE,New Mexico,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",919000
2018,YEAR - MAR ACREAGE,New York,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",2795000
2018,YEAR - MAR ACREAGE,North Carolina,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",4390000
2018,YEAR - MAR ACREAGE,North Dakota,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",24024000
2018,YEAR - MAR ACREAGE,Ohio,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",10050000
2018,YEAR - MAR ACREAGE,Oklahoma,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",9751000
2018,YEAR - MAR ACREAGE,Oregon,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",2011000
2018,YEAR - MAR ACREAGE,Other States,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",1491000
2018,YEAR - MAR ACREAGE,Pennsylvania,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",3583000
2018,YEAR - MAR ACREAGE,Rhode Island,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",8000
2018,YEAR - MAR ACREAGE,South Carolina,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",1455000
2018,YEAR - MAR ACREAGE,South Dakota,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",17557000
2018,YEAR - MAR ACREAGE,Tennessee,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",4768000
2018,YEAR - MAR ACREAGE,Texas,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",21829000
2018,YEAR - MAR ACREAGE,Utah,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",942000
2018,YEAR - MAR ACREAGE,Vermont,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",275000
2018,YEAR - MAR ACREAGE,Virginia,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",2702000
2018,YEAR - MAR ACREAGE,Washington,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",3690000
2018,YEAR - MAR ACREAGE,West Virginia,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",653000
2018,YEAR - MAR ACREAGE,Wisconsin,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",7778000
2018,YEAR - MAR ACREAGE,Wyoming,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",1474000
2017,YEAR,Alabama,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",2280000
2017,YEAR,Arizona,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",700000
2017,YEAR,Arkansas,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",7299000
2017,YEAR,California,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",3096000
2017,YEAR,Colorado,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",6245000
2017,YEAR,Connecticut,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",72000
2017,YEAR,Delaware,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",462000
2017,YEAR,Florida,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",1146000
2017,YEAR,Georgia,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",3634000
2017,YEAR,Hawaii,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",0
2017,YEAR,Idaho,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",4205000
2017,YEAR,Illinois,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",22851000
2017,YEAR,Indiana,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",12130000
2017,YEAR,Iowa,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",24491000
2017,YEAR,Kansas,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",23633000
2017,YEAR,Kentucky,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",5956000
2017,YEAR,Louisiana,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",3275000
2017,YEAR,Maine,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",226000
2017,YEAR,Maryland,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",1633000
2017,YEAR,Massachusetts,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",93000
2017,YEAR,Michigan,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",6349000
2017,YEAR,Minnesota,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",19691000
2017,YEAR,Mississippi,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",4159000
2017,YEAR,Missouri,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",13533000
2017,YEAR,Montana,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",9079000
2017,YEAR,Nebraska,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",19566000
2017,YEAR,Nevada,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",426000
2017,YEAR,New Hampshire,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",59000
2017,YEAR,New Jersey,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",310000
2017,YEAR,New Mexico,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",906000
2017,YEAR,New York,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",2800000
2017,YEAR,North Carolina,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",4428000
2017,YEAR,North Dakota,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",23617000
2017,YEAR,Ohio,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",10010000
2017,YEAR,Oklahoma,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",9827000
2017,YEAR,Oregon,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",2080000
2017,YEAR,Other States,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",1491000
2017,YEAR,Pennsylvania,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",3728000
2017,YEAR,Rhode Island,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",8000
2017,YEAR,South Carolina,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",1544000
2017,YEAR,South Dakota,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",17422000
2017,YEAR,Tennessee,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",4841000
2017,YEAR,Texas,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",21580000
2017,YEAR,Utah,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",944000
2017,YEAR,Vermont,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",267000
2017,YEAR,Virginia,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",2674000
2017,YEAR,Washington,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",3634000
2017,YEAR,West Virginia,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",652000
2017,YEAR,Wisconsin,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",7781000
2017,YEAR,Wyoming,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",1510000
2017,YEAR - MAR ACREAGE,Alabama,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",2310000
2017,YEAR - MAR ACREAGE,Arizona,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",688000
2017,YEAR - MAR ACREAGE,Arkansas,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",7257000
2017,YEAR - MAR ACREAGE,California,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",3130000
2017,YEAR - MAR ACREAGE,Colorado,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",6050000
2017,YEAR - MAR ACREAGE,Connecticut,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",71000
2017,YEAR - MAR ACREAGE,Delaware,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",444000
2017,YEAR - MAR ACREAGE,Florida,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",1112000
2017,YEAR - MAR ACREAGE,Georgia,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",3690000
2017,YEAR - MAR ACREAGE,Hawaii,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",0
2017,YEAR - MAR ACREAGE,Idaho,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",4231000
2017,YEAR - MAR ACREAGE,Illinois,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",22527000
2017,YEAR - MAR ACREAGE,Indiana,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",12280000
2017,YEAR - MAR ACREAGE,Iowa,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",24560000
2017,YEAR - MAR ACREAGE,Kansas,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",23067000
2017,YEAR - MAR ACREAGE,Kentucky,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",5940000
2017,YEAR - MAR ACREAGE,Louisiana,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",3326000
2017,YEAR - MAR ACREAGE,Maine,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",233000
2017,YEAR - MAR ACREAGE,Maryland,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",1650000
2017,YEAR - MAR ACREAGE,Massachusetts,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",106000
2017,YEAR - MAR ACREAGE,Michigan,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",6420000
2017,YEAR - MAR ACREAGE,Minnesota,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",20170000
2017,YEAR - MAR ACREAGE,Mississippi,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",4194000
2017,YEAR - MAR ACREAGE,Missouri,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",12895000
2017,YEAR - MAR ACREAGE,Montana,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",9031000
2017,YEAR - MAR ACREAGE,Nebraska,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",19490000
2017,YEAR - MAR ACREAGE,Nevada,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",369000
2017,YEAR - MAR ACREAGE,New Hampshire,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",63000
2017,YEAR - MAR ACREAGE,New Jersey,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",324000
2017,YEAR - MAR ACREAGE,New Mexico,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",907000
2017,YEAR - MAR ACREAGE,New York,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",3070000
2017,YEAR - MAR ACREAGE,North Carolina,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",4473000
2017,YEAR - MAR ACREAGE,North Dakota,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",22941000
2017,YEAR - MAR ACREAGE,Ohio,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",10040000
2017,YEAR - MAR ACREAGE,Oklahoma,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",9661000
2017,YEAR - MAR ACREAGE,Oregon,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",2119000
2017,YEAR - MAR ACREAGE,Pennsylvania,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",3778000
2017,YEAR - MAR ACREAGE,Rhode Island,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",10000
2017,YEAR - MAR ACREAGE,South Carolina,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",1555000
2017,YEAR - MAR ACREAGE,South Dakota,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",16992000
2017,YEAR - MAR ACREAGE,Tennessee,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",5102000
2017,YEAR - MAR ACREAGE,Texas,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",21442000
2017,YEAR - MAR ACREAGE,Utah,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",930000
2017,YEAR - MAR ACREAGE,Vermont,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",261000
2017,YEAR - MAR ACREAGE,Virginia,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",2738000
2017,YEAR - MAR ACREAGE,Washington,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",3822000
2017,YEAR - MAR ACREAGE,West Virginia,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",671000
2017,YEAR - MAR ACREAGE,Wisconsin,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",7945000
2017,YEAR - MAR ACREAGE,Wyoming,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",1398000
2016,YEAR,Alabama,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",2360000
2016,YEAR,Arizona,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",678000
2016,YEAR,Arkansas,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",7397000
2016,YEAR,California,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",3235000
2016,YEAR,Colorado,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",6171000
2016,YEAR,Connecticut,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",71000
2016,YEAR,Delaware,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",457000
2016,YEAR,Florida,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",1133000
2016,YEAR,Georgia,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",3629000
2016,YEAR,Hawaii,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",16000
2016,YEAR,Idaho,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",4173000
2016,YEAR,Illinois,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",22771000
2016,YEAR,Indiana,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",12080000
2016,YEAR,Iowa,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",24455000
2016,YEAR,Kansas,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",23595000
2016,YEAR,Kentucky,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",6135000
2016,YEAR,Louisiana,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",3345000
2016,YEAR,Maine,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",243000
2016,YEAR,Maryland,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",1605000
2016,YEAR,Massachusetts,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",98000
2016,YEAR,Michigan,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",6424000
2016,YEAR,Minnesota,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",19891000
2016,YEAR,Mississippi,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",4177000
2016,YEAR,Missouri,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",13404000
2016,YEAR,Montana,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",9117000
2016,YEAR,Nebraska,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",19474000
